SampleID	PlantID	AccessionID	PlantName	Accession	ClonalGroup	Replicate	BRF_Sequencing_Batch	LIBRARY SET	prep_set	index d5	index d7	output well	SRA_run_ID
S60128	28129	727	BdTR9m_R3S	BdTR9m	Clone4	3	SN877_0454	L2	L2.1	501	705	A5	SRR5196535
S60129	28130	252	BLA1_R1S	BLA1	HYB1	1	SN877_0454	L2	L2.1	502	705	B5	SRR5196534
S60130	28131	748	BdTR11g_R1S	BdTR11g	Clone6	1	SN877_0454	L2	L2.1	503	705	C5	SRR5196533
S60131	28132	747	BdTR11f_R2S	BdTR11f	Clone6	2	SN877_0454	L2	L2.1	504	705	D5	SRR5196532
S60132	28133	669	BdTR2j_R3S	BdTR2j	Clone1	3	SN877_0454	L2	L2.1	505	705	E5	SRR5196531
S60133	28134	689	BdTR3n_R2S	BdTR3n	Clone2	2	SN877_0454	L2	L2.1	506	705	F5	SRR5196530
S60134	28135	367	GUL1-2_R2S	GUL1-2	HYB1	2	SN877_0454	L2	L2.1	507	705	G5	SRR5196529
S60135	28136	349	ELI10_R1S	ELI10	HYB1	1	SN877_0454	L2	L2.1	508	705	H5	SRR5196528
S60136	28137	389	GUL3-8_R3S	GUL3-8	HYB1	3	SN877_0454	L2	L2.1	501	706	A6	SRR5196527
S60137	28138	666	BdTR2g_R3S	BdTR2g	Clone1	3	SN877_0454	L2	L2.1	502	706	B6	SRR5196526
S60138	28139	726	BdTR9k_R1S	BdTR9k	Clone4	1	SN877_0454	L2	L2.1	503	706	C6	SRR5196525
S60139	28140	667	BdTR2h_R2S	BdTR2h	Clone1	2	SN877_0454	L2	L2.1	504	706	D6	SRR5196524
S60140	28141	750	BdTR11i_R1S	BdTR11i	Clone6	1	SN877_0454	L2	L2.1	505	706	E6	SRR5196523
S60141	28142	765	BdTR13m_R1S	BdTR13m	Clone7	1	SN877_0454	L2	L2.1	506	706	F6	SRR5196522
S60142	28143	671	BdTR2m_R3S	BdTR2m	Clone1	3	SN877_0454	L2	L2.1	507	706	G6	SRR5196521
S60143	28144	686	BdTR3j_R2S	BdTR3j	Clone2	2	SN877_0454	L2	L2.1	508	706	H6	SRR5196520
S60144	28145	763	BdTR13j_R1S	BdTR13j	Clone7	1	SN877_0454	L2	L2.2	501	707	A7	SRR5196519
S60145	28146	4741	Bd21_R13S	Bd21	Bd21	13	SN877_0454	L2	L2.2	502	707	B7	SRR5196518
S60146	28147	694	BdTR3t_R3S	BdTR3t	Clone2	3	SN877_0454	L2	L2.2	503	707	C7	SRR5196517
S60147	28148	729	BdTR10b_R1S	BdTR10b	Clone5	1	SN877_0454	L2	L2.2	504	707	D7	SRR5196516
S60148	28149	706	BdTR5m_R3S	BdTR5m	Clone3	3	SN877_0454	L2	L2.2	505	707	E7	SRR5196515
S60149	28150	764	BdTR13k_R1S	BdTR13k	Clone7	1	SN877_0454	L2	L2.2	506	707	F7	SRR5196514
S60150	28151	735	BdTR10h_R1S	BdTR10h	Clone5	1	SN877_0454	L2	L2.2	507	707	G7	SRR5196513
S60151	28152	725	BdTR9j_R1S	BdTR9j	Clone4	1	SN877_0454	L2	L2.2	508	707	H7	SRR5196512
S60152	28153	728	BdTR10a_R3S	BdTR10a	Clone5	3	SN877_0454	L2	L2.2	501	708	A8	SRR5196511
S60153	28154	659	BdTR1n_R2S	BdTR1n	Clone1	2	SN877_0454	L2	L2.2	502	708	B8	SRR5196510
S60154	28155	666	BdTR2g_R2S	BdTR2g	Clone1	2	SN877_0454	L2	L2.2	503	708	C8	SRR5196509
S60155	28156	671	BdTR2m_R1S	BdTR2m	Clone1	1	SN877_0454	L2	L2.2	504	708	D8	SRR5196508
S60156	28157	689	BdTR3n_R3S	BdTR3n	Clone2	3	SN877_0454	L2	L2.2	505	708	E8	SRR5196507
S60157	28158	657	BdTR1k_R2S	BdTR1k	Clone1	2	SN877_0454	L2	L2.2	506	708	F8	SRR5196506
S60158	28159	740	BdTR10n_R3S	BdTR10n	Clone6	3	SN877_0454	L2	L2.2	507	708	G8	SRR5196505
S60159	28160	744	BdTR11c_R1S	BdTR11c	Clone6	1	SN877_0454	L2	L2.2	508	708	H8	SRR5196504
S60160	28161	734	BdTR10g_R2S	BdTR10g	Clone5	2	SN877_0454	L2	L2.2	501	709	A9	SRR5196503
S60161	28162	744	BdTR11c_R3S	BdTR11c	Clone6	3	SN877_0454	L2	L2.2	502	709	B9	SRR5196502
S60162	28163	730	BdTR10c_R2S	BdTR10c	Clone5	2	SN877_0454	L2	L2.2	503	709	C9	SRR5196501
S60163	28164	686	BdTR3j_R1S	BdTR3j	Clone2	1	SN877_0454	L2	L2.2	504	709	D9	SRR5196500
S60164	28165	342	ELI1_R1S	ELI1	HYB1	1	SN877_0454	L2	L2.2	505	709	E9	SRR5196499
S60165	28166	681	BdTR3e_R3S	BdTR3e	Clone2	3	SN877_0454	L2	L2.2	506	709	F9	SRR5196498
S60166	28167	4741	Bd21_R7S	Bd21	Bd21	7	SN877_0454	L2	L2.2	507	709	G9	SRR5196497
S60167	28168	765	BdTR13m_R2S	BdTR13m	Clone7	2	SN877_0454	L2	L2.2	508	709	H9	SRR5196496
S60169	28170	684	BdTR3h_R3S	BdTR3h	Clone2	3	SN877_0454	L2	L2.2	502	710	B10	SRR5196495
S60170	28171	717	BdTR9a_R1S	BdTR9a	Clone4	1	SN877_0454	L2	L2.2	503	710	C10	SRR5196494
S60171	28172	691	BdTR3p_R1S	BdTR3p	Clone2	1	SN877_0454	L2	L2.2	504	710	D10	SRR5196493
S60172	28173	717	BdTR9a_R2S	BdTR9a	Clone4	2	SN877_0454	L2	L2.2	505	710	E10	SRR5196492
S60173	28174	278	BRO1-1_R1S	BRO1-1	HYB1	1	SN877_0454	L2	L2.2	506	710	F10	SRR5196491
S60174	28175	654	BdTR1h_R2S	BdTR1h	Clone1	2	SN877_0454	L2	L2.2	507	710	G10	SRR5196490
S60175	28176	674	BdTR2p_R3S	BdTR2p	Clone1	3	SN877_0454	L2	L2.2	508	710	H10	SRR5196489
S60176	28177	728	BdTR10a_R2S	BdTR10a	Clone5	2	SN877_0454	L2	L2.2	501	711	A11	SRR5196488
S60178	28179	760	BdTR13g_R3S	BdTR13g	Clone7	3	SN877_0454	L2	L2.2	503	711	C11	SRR5196487
S60179	28180	648	BdTR1b_R3S	BdTR1b	Clone1	3	SN877_0454	L2	L2.2	504	711	D11	SRR5196486
S60180	28181	732	BdTR10e_R1S	BdTR10e	Clone5	1	SN877_0454	L2	L2.2	505	711	E11	SRR5196485
S60181	28182	648	BdTR1b_R1S	BdTR1b	Clone1	1	SN877_0454	L2	L2.2	506	711	F11	SRR5196484
S60182	28183	717	BdTR9a_R3S	BdTR9a	Clone4	3	SN877_0454	L2	L2.2	507	711	G11	SRR5196483
S60183	28184	678	BdTR3b_R1S	BdTR3b	Clone2	1	SN877_0454	L2	L2.2	508	711	H11	SRR5196482
S60185	28186	691	BdTR3p_R3S	BdTR3p	Clone2	3	SN877_0454	L2	L2.2	502	712	B12	SRR5196481
S60186	28187	698	BdTR5d_R1S	BdTR5d	Clone3	1	SN877_0454	L2	L2.2	503	712	C12	SRR5196480
S60187	28188	653	BdTR1g_R2S	BdTR1g	Clone1	2	SN877_0454	L2	L2.2	504	712	D12	SRR5196479
S60188	28189	676	BdTR2s_R3S	BdTR2s	Clone1	3	SN877_0454	L2	L2.2	505	712	E12	SRR5196478
S60189	28190	683	BdTR3g_R3S	BdTR3g	Clone2	3	SN877_0454	L2	L2.2	506	712	F12	SRR5196477
S60190	28191	657	BdTR1k_R3S	BdTR1k	Clone1	3	SN877_0454	L2	L2.2	507	712	G12	SRR5196476
S60191	28192	731	BdTR10d_R2S	BdTR10d	Clone5	2	SN877_0454	L2	L2.2	508	712	H12	SRR5196475
S60192	28193	755	BdTR13b_R2S	BdTR13b	Clone7	2	SN877_464	L3	L3.1	501	701	A1	SRR5273427
S60193	28194	647	BdTR1a_R2S	BdTR1a	Clone1	2	SN877_464	L3	L3.1	502	701	B1	SRR5273426
S60194	28195	685	BdTR3i_R3S	BdTR3i	Clone2	3	SN877_464	L3	L3.1	503	701	C1	SRR5273425
S60195	28196	702	BdTR5h_R2S	BdTR5h	Clone3	2	SN877_464	L3	L3.1	504	701	D1	SRR5273424
S60196	28197	654	BdTR1h_R1S	BdTR1h	Clone1	1	SN877_464	L3	L3.1	505	701	E1	SRR5273423
S60197	28198	662	BdTR2c_R2S	BdTR2c	Clone1	2	SN877_464	L3	L3.1	506	701	F1	SRR5273422
S60198	28199	726	BdTR9k_R3S	BdTR9k	Clone4	3	SN877_464	L3	L3.1	507	701	G1	SRR5273421
S60199	28200	688	BdTR3m_R2S	BdTR3m	Clone2	2	SN877_464	L3	L3.1	508	701	H1	SRR5273420
S60200	28201	469	MEL8_R3S	MEL8	HYB1	3	SN877_464	L3	L3.1	501	702	A2	SRR5273419
S60201	28202	338	EGL7_R3S	EGL7	HYB1	3	SN877_464	L3	L3.1	502	702	B2	SRR5273418
S60202	28203	4741	Bd21_R17S	Bd21	Bd21	17	SN877_464	L3	L3.1	503	702	C2	SRR5273417
S60203	28204	698	BdTR5d_R3S	BdTR5d	Clone3	3	SN877_464	L3	L3.1	504	702	D2	SRR5273416
S60204	28205	688	BdTR3m_R3S	BdTR3m	Clone2	3	SN877_464	L3	L3.1	505	702	E2	SRR5273415
S60205	28206	422	KEI1_R2S	KEI1	HYB2	2	SN877_464	L3	L3.1	506	702	F2	SRR5273414
S60206	28207	349	ELI10_R3S	ELI10	HYB1	3	SN877_464	L3	L3.1	507	702	G2	SRR5273413
S60207	28208	658	BdTR1m_R2S	BdTR1m	Clone1	2	SN877_464	L3	L3.1	508	702	H2	SRR5273412
S60208	28209	676	BdTR2s_R2S	BdTR2s	Clone1	2	SN877_464	L3	L3.1	501	703	A3	SRR5273411
S60209	28210	4741	Bd21_R15S	Bd21	Bd21	15	SN877_464	L3	L3.1	502	703	B3	SRR5273410
S60210	28211	548	SLK7_R1S	SLK7	HYB1	1	SN877_464	L3	L3.1	503	703	C3	SRR5273409
S60211	28212	4741	Bd21_R10S	Bd21	Bd21	10	SN877_464	L3	L3.1	504	703	D3	SRR5273408
S60212	28213	706	BdTR5m_R1S	BdTR5m	Clone3	1	SN877_464	L3	L3.1	505	703	E3	SRR5273407
S60213	28214	338	EGL7_R1S	EGL7	HYB1	1	SN877_464	L3	L3.1	506	703	F3	SRR5273406
S60214	28215	707	BdTR5n_R2S	BdTR5n	Clone3	2	SN877_464	L3	L3.1	507	703	G3	SRR5273405
S60215	28216	699	BdTR5e_R2S	BdTR5e	Clone3	2	SN877_464	L3	L3.1	508	703	H3	SRR5273404
S60216	28217	659	BdTR1n_R1S	BdTR1n	Clone1	1	SN877_464	L3	L3.1	501	704	A4	SRR5273403
S60217	28218	727	BdTR9m_R2S	BdTR9m	Clone4	2	SN877_464	L3	L3.1	502	704	B4	SRR5273402
S60218	28219	683	BdTR3g_R1S	BdTR3g	Clone2	1	SN877_464	L3	L3.1	503	704	C4	SRR5273401
S60219	28220	703	BdTR5i_R3S	BdTR5i	Clone3	3	SN877_464	L3	L3.1	504	704	D4	SRR5273400
S60220	28221	4741	Bd21_R14S	Bd21	Bd21	14	SN877_464	L3	L3.1	505	704	E4	SRR5273399
S60221	28222	733	BdTR10f_R2S	BdTR10f	Clone4	2	SN877_464	L3	L3.1	506	704	F4	SRR5273398
S60222	28223	679	BdTR3c_R3S	BdTR3c	Clone2	3	SN877_464	L3	L3.1	507	704	G4	SRR5273397
S60223	28224	658	BdTR1m_R3S	BdTR1m	Clone1	3	SN877_464	L3	L3.1	508	704	H4	SRR5273396
S60224	28225	692	BdTR3r_R2S	BdTR3r	Clone2	2	SN877_464	L3	L3.1	501	705	A5	SRR5273395
S60225	28226	4741	Bd21_R9S	Bd21	Bd21	9	SN877_464	L3	L3.1	502	705	B5	SRR5273394
S60226	28227	697	BdTR5c_R2S	BdTR5c	Clone3	2	SN877_464	L3	L3.1	503	705	C5	SRR5273393
S60227	28228	667	BdTR2h_R1S	BdTR2h	Clone1	1	SN877_464	L3	L3.1	504	705	D5	SRR5273392
S60228	28229	675	BdTR2r_R3S	BdTR2r	Clone1	3	SN877_464	L3	L3.1	505	705	E5	SRR5273391
S60229	28230	702	BdTR5h_R3S	BdTR5h	Clone3	3	SN877_464	L3	L3.1	506	705	F5	SRR5273390
S60230	28231	679	BdTR3c_R1S	BdTR3c	Clone2	1	SN877_464	L3	L3.1	507	705	G5	SRR5273389
S60231	28232	727	BdTR9m_R1S	BdTR9m	Clone4	1	SN877_464	L3	L3.1	508	705	H5	SRR5273388
S60232	28233	759	BdTR13f_R2S	BdTR13f	Clone7	2	SN877_464	L3	L3.1	501	706	A6	SRR5273387
S60233	28234	695	BdTR5a_R1S	BdTR5a	Clone3	1	SN877_464	L3	L3.1	502	706	B6	SRR5273386
S60234	28235	762	BdTR13i_R2S	BdTR13i	Clone7	2	SN877_464	L3	L3.1	503	706	C6	SRR5273385
S60235	28236	725	BdTR9j_R2S	BdTR9j	Clone4	2	SN877_464	L3	L3.1	504	706	D6	SRR5273384
S60236	28237	4741	Bd21_R4S	Bd21	Bd21	4	SN877_464	L3	L3.1	505	706	E6	SRR5273383
S60237	28238	4741	Bd21_R1S	Bd21	Bd21	1	SN877_464	L3	L3.1	506	706	F6	SRR5273382
S60238	28239	658	BdTR1m_R1S	BdTR1m	Clone1	1	SN877_464	L3	L3.1	507	706	G6	SRR5273381
S60239	28240	695	BdTR5a_R2S	BdTR5a	Clone3	2	SN877_464	L3	L3.1	508	706	H6	SRR5273380
S60240	28241	755	BdTR13b_R3S	BdTR13b	Clone7	3	SN877_464	L3	L3.2	501	707	A7	SRR5273379
S60241	28242	736	BdTR10i_R2S	BdTR10i	Clone5	2	SN877_464	L3	L3.2	502	707	B7	SRR5273378
S60242	28243	754	BdTR13a_R2S	BdTR13a	Clone7	2	SN877_464	L3	L3.2	503	707	C7	SRR5273377
S60243	28244	651	BdTR1e_R2S	BdTR1e	Clone1	2	SN877_464	L3	L3.2	504	707	D7	SRR5273376
S60244	28245	367	GUL1-2_R1S	GUL1-2	HYB1	1	SN877_464	L3	L3.2	505	707	E7	SRR5273375
S60245	28246	735	BdTR10h_R2S	BdTR10h	Clone5	2	SN877_464	L3	L3.2	506	707	F7	SRR5273374
S60246	28247	697	BdTR5c_R1S	BdTR5c	Clone3	1	SN877_464	L3	L3.2	507	707	G7	SRR5273373
S60247	28248	693	BdTR3s_R1S	BdTR3s	Clone2	1	SN877_464	L3	L3.2	508	707	H7	SRR5273372
S60248	28249	4741	Bd21_R8S	Bd21	Bd21	8	SN877_464	L3	L3.2	501	708	A8	SRR5273371
S60249	28250	548	SLK7_R3S	SLK7	HYB1	3	SN877_464	L3	L3.2	502	708	B8	SRR5273370
S60250	28251	469	MEL8_R1S	MEL8	HYB1	1	SN877_464	L3	L3.2	503	708	C8	SRR5273369
S60251	28252	760	BdTR13g_R2S	BdTR13g	Clone7	2	SN877_464	L3	L3.2	504	708	D8	SRR5273368
S60252	28253	689	BdTR3n_R1S	BdTR3n	Clone2	1	SN877_464	L3	L3.2	505	708	E8	SRR5273367
S60253	28254	721	BdTR9f_R3S	BdTR9f	Clone4	3	SN877_464	L3	L3.2	506	708	F8	SRR5273366
S60254	28255	692	BdTR3r_R1S	BdTR3r	Clone2	1	SN877_464	L3	L3.2	507	708	G8	SRR5273365
S60255	28256	426	KEI5_R2S	KEI5	HYB2	2	SN877_464	L3	L3.2	508	708	H8	SRR5273364
S60256	28257	4741	Bd21_R6S	Bd21	Bd21	6	SN877_464	L3	L3.2	501	709	A9	SRR5273363
S60257	28258	4741	Bd21_R3S	Bd21	Bd21	3	SN877_464	L3	L3.2	502	709	B9	SRR5273362
S60258	28259	469	MEL8_R2S	MEL8	HYB1	2	SN877_464	L3	L3.2	503	709	C9	SRR5273361
S60259	28260	674	BdTR2p_R2S	BdTR2p	Clone1	2	SN877_464	L3	L3.2	504	709	D9	SRR5273360
S60260	28261	685	BdTR3i_R1S	BdTR3i	Clone2	1	SN877_464	L3	L3.2	505	709	E9	SRR5273359
S60261	28262	389	GUL3-8_R2S	GUL3-8	HYB1	2	SN877_464	L3	L3.2	506	709	F9	SRR5273358
S60262	28263	647	BdTR1a_R1S	BdTR1a	Clone1	1	SN877_464	L3	L3.2	507	709	G9	SRR5273357
S60263	28264	745	BdTR11d_R1S	BdTR11d	Clone6	1	SN877_464	L3	L3.2	508	709	H9	SRR5273356
S60264	28265	662	BdTR2c_R3S	BdTR2c	Clone1	3	SN877_464	L3	L3.2	501	710	A10	SRR5273355
S60265	28266	4741	Bd21_R5S	Bd21	Bd21	5	SN877_464	L3	L3.2	502	710	B10	SRR5273354
S60266	28267	696	BdTR5b_R3S	BdTR5b	Clone3	3	SN877_464	L3	L3.2	503	710	C10	SRR5273353
S60267	28268	756	BdTR13c_R1S	BdTR13c	Clone7	1	SN877_464	L3	L3.2	504	710	D10	SRR5273352
S60268	28269	749	BdTR11h_R3S	BdTR11h	Clone6	3	SN877_464	L3	L3.2	505	710	E10	SRR5273351
S60269	28270	756	BdTR13c_R3S	BdTR13c	Clone7	3	SN877_464	L3	L3.2	506	710	F10	SRR5273350
S60270	28271	397	GWW10_R1S	GWW10	HYB1	1	SN877_464	L3	L3.2	507	710	G10	SRR5273349
S60271	28272	278	BRO1-1_R3S	BRO1-1	HYB1	3	SN877_464	L3	L3.2	508	710	H10	SRR5273348
S60272	28273	672	BdTR2n_R3S	BdTR2n	Clone1	3	SN877_464	L3	L3.2	501	711	A11	SRR5273347
S60273	28274	648	BdTR1b_R2S	BdTR1b	Clone1	2	SN877_464	L3	L3.2	502	711	B11	SRR5273346
S60274	28275	656	BdTR1j_R2S	BdTR1j	Clone1	2	SN877_464	L3	L3.2	503	711	C11	SRR5273345
S60275	28276	670	BdTR2k_R2S	BdTR2k	Clone1	2	SN877_464	L3	L3.2	504	711	D11	SRR5273344
S60276	28277	726	BdTR9k_R2S	BdTR9k	Clone4	2	SN877_464	L3	L3.2	505	711	E11	SRR5273343
S60277	28278	657	BdTR1k_R1S	BdTR1k	Clone1	1	SN877_464	L3	L3.2	506	711	F11	SRR5273342
S60278	28279	681	BdTR3e_R1S	BdTR3e	Clone2	1	SN877_464	L3	L3.2	507	711	G11	SRR5273341
S60279	28280	675	BdTR2r_R2S	BdTR2r	Clone1	2	SN877_464	L3	L3.2	508	711	H11	SRR5273340
S60280	28281	707	BdTR5n_R3S	BdTR5n	Clone3	3	SN877_464	L3	L3.2	501	712	A12	SRR5273339
S60281	28282	651	BdTR1e_R1S	BdTR1e	Clone1	1	SN877_464	L3	L3.2	502	712	B12	SRR5273338
S60282	28283	252	BLA1_R3S	BLA1	HYB1	3	SN877_464	L3	L3.2	503	712	C12	SRR5273337
S60283	28284	676	BdTR2s_R1S	BdTR2s	Clone1	1	SN877_464	L3	L3.2	504	712	D12	SRR5273336
S60284	28285	654	BdTR1h_R3S	BdTR1h	Clone1	3	SN877_464	L3	L3.2	505	712	E12	SRR5273335
S60285	28286	731	BdTR10d_R3S	BdTR10d	Clone5	3	SN877_464	L3	L3.2	506	712	F12	SRR5273334
S60286	28287	422	KEI1_R1S	KEI1	HYB2	1	SN877_464	L3	L3.2	507	712	G12	SRR5273333
S60287	28288	651	BdTR1e_R3S	BdTR1e	Clone1	3	SN877_464	L3	L3.2	508	712	H12	SRR5273332
S60480	28481	760	BdTR13g_R3F	BdTR13g	Clone7	3	SN877_456	L6	L6.1	501	701	A1	SRR5273581
S60481	28482	648	BdTR1b_R3F	BdTR1b	Clone1	3	SN877_456	L6	L6.1	502	701	B1	SRR5273580
S60482	28483	732	BdTR10e_R1F	BdTR10e	Clone5	1	SN877_456	L6	L6.1	503	701	C1	SRR5273579
S60483	28484	648	BdTR1b_R1F	BdTR1b	Clone1	1	SN877_456	L6	L6.1	504	701	D1	SRR5273578
S60484	28485	717	BdTR9a_R3F	BdTR9a	Clone4	3	SN877_456	L6	L6.1	505	701	E1	SRR5273577
S60485	28486	678	BdTR3b_R1F	BdTR3b	Clone2	1	SN877_456	L6	L6.1	506	701	F1	SRR5273576
S60486	28487	687	BdTR3k_R2F	BdTR3k	Clone2	2	SN877_456	L6	L6.1	507	701	G1	SRR5273575
S60487	28488	691	BdTR3p_R3F	BdTR3p	Clone2	3	SN877_456	L6	L6.1	508	701	H1	SRR5273574
S60488	28489	698	BdTR5d_R1F	BdTR5d	Clone3	1	SN877_456	L6	L6.1	501	702	A2	SRR5273573
S60489	28490	653	BdTR1g_R2F	BdTR1g	Clone1	2	SN877_456	L6	L6.1	502	702	B2	SRR5273572
S60490	28491	676	BdTR2s_R3F	BdTR2s	Clone1	3	SN877_456	L6	L6.1	503	702	C2	SRR5273571
S60491	28492	683	BdTR3g_R3F	BdTR3g	Clone2	3	SN877_456	L6	L6.1	504	702	D2	SRR5273570
S60492	28493	657	BdTR1k_R3F	BdTR1k	Clone1	3	SN877_456	L6	L6.1	505	702	E2	SRR5273569
S60493	28494	731	BdTR10d_R2F	BdTR10d	Clone5	2	SN877_456	L6	L6.1	506	702	F2	SRR5273568
S60494	28495	755	BdTR13b_R2F	BdTR13b	Clone7	2	SN877_456	L6	L6.1	507	702	G2	SRR5273567
S60495	28496	647	BdTR1a_R2F	BdTR1a	Clone1	2	SN877_456	L6	L6.1	508	702	H2	SRR5273566
S60496	28497	685	BdTR3i_R3F	BdTR3i	Clone2	3	SN877_456	L6	L6.1	501	703	A3	SRR5273565
S60497	28498	702	BdTR5h_R2F	BdTR5h	Clone3	2	SN877_456	L6	L6.1	502	703	B3	SRR5273564
S60498	28499	654	BdTR1h_R1F	BdTR1h	Clone1	1	SN877_456	L6	L6.1	503	703	C3	SRR5273563
S60499	28500	662	BdTR2c_R2F	BdTR2c	Clone1	2	SN877_456	L6	L6.1	504	703	D3	SRR5273562
S60500	28501	726	BdTR9k_R3F	BdTR9k	Clone4	3	SN877_456	L6	L6.1	505	703	E3	SRR5273561
S60501	28502	688	BdTR3m_R2F	BdTR3m	Clone2	2	SN877_456	L6	L6.1	506	703	F3	SRR5273560
S60502	28503	469	MEL8_R3F	MEL8	HYB1	3	SN877_456	L6	L6.1	507	703	G3	SRR5273559
S60503	28504	338	EGL7_R3F	EGL7	HYB1	3	SN877_456	L6	L6.1	508	703	H3	SRR5273558
S60504	28505	4741	Bd21_R17F	Bd21	Bd21	17	SN877_456	L6	L6.1	501	704	A4	SRR5273557
S60505	28506	698	BdTR5d_R3F	BdTR5d	Clone3	3	SN877_456	L6	L6.1	502	704	B4	SRR5273556
S60506	28507	688	BdTR3m_R3F	BdTR3m	Clone2	3	SN877_456	L6	L6.1	503	704	C4	SRR5273555
S60507	28508	422	KEI1_R2F	KEI1	HYB2	2	SN877_456	L6	L6.1	504	704	D4	SRR5273554
S60508	28509	349	ELI10_R3F	ELI10	HYB1	3	SN877_456	L6	L6.1	505	704	E4	SRR5273553
S60509	28510	658	BdTR1m_R2F	BdTR1m	Clone1	2	SN877_456	L6	L6.1	506	704	F4	SRR5273552
S60510	28511	676	BdTR2s_R2F	BdTR2s	Clone1	2	SN877_456	L6	L6.1	507	704	G4	SRR5273551
S60511	28512	4741	Bd21_R15F	Bd21	Bd21	15	SN877_456	L6	L6.1	508	704	H4	SRR5273550
S60512	28513	548	SLK7_R1F	SLK7	HYB1	1	SN877_456	L6	L6.1	501	705	A5	SRR5273549
S60513	28514	4741	Bd21_R10F	Bd21	Bd21	10	SN877_456	L6	L6.1	502	705	B5	SRR5273548
S60514	28515	706	BdTR5m_R1F	BdTR5m	Clone3	1	SN877_456	L6	L6.1	503	705	C5	SRR5273547
S60515	28516	338	EGL7_R1F	EGL7	HYB1	1	SN877_456	L6	L6.1	504	705	D5	SRR5273546
S60516	28517	707	BdTR5n_R2F	BdTR5n	Clone3	2	SN877_456	L6	L6.1	505	705	E5	SRR5273545
S60517	28518	699	BdTR5e_R2F	BdTR5e	Clone3	2	SN877_456	L6	L6.1	506	705	F5	SRR5273544
S60518	28519	659	BdTR1n_R1F	BdTR1n	Clone1	1	SN877_456	L6	L6.1	507	705	G5	SRR5273543
S60519	28520	727	BdTR9m_R2F	BdTR9m	Clone4	2	SN877_456	L6	L6.1	508	705	H5	SRR5273542
S60520	28521	683	BdTR3g_R1F	BdTR3g	Clone2	1	SN877_456	L6	L6.1	501	706	A6	SRR5273541
S60521	28522	703	BdTR5i_R3F	BdTR5i	Clone3	3	SN877_456	L6	L6.1	502	706	B6	SRR5273540
S60522	28523	4741	Bd21_R14F	Bd21	Bd21	14	SN877_456	L6	L6.1	503	706	C6	SRR5273539
S60523	28524	733	BdTR10f_R2F	BdTR10f	Clone4	2	SN877_456	L6	L6.1	504	706	D6	SRR5273538
S60524	28525	679	BdTR3c_R3F	BdTR3c	Clone2	3	SN877_456	L6	L6.1	505	706	E6	SRR5273537
S60525	28526	658	BdTR1m_R3F	BdTR1m	Clone1	3	SN877_456	L6	L6.1	506	706	F6	SRR5273536
S60526	28527	692	BdTR3r_R2F	BdTR3r	Clone2	2	SN877_456	L6	L6.1	507	706	G6	SRR5273535
S60527	28528	4741	Bd21_R9F	Bd21	Bd21	9	SN877_456	L6	L6.1	508	706	H6	SRR5273534
S60528	28529	697	BdTR5c_R2F	BdTR5c	Clone3	2	SN877_456	L6	L6.2	501	707	A7	SRR5273533
S60529	28530	667	BdTR2h_R1F	BdTR2h	Clone1	1	SN877_456	L6	L6.2	502	707	B7	SRR5273532
S60530	28531	675	BdTR2r_R3F	BdTR2r	Clone1	3	SN877_456	L6	L6.2	503	707	C7	SRR5273531
S60531	28532	702	BdTR5h_R3F	BdTR5h	Clone3	3	SN877_456	L6	L6.2	504	707	D7	SRR5273530
S60532	28533	679	BdTR3c_R1F	BdTR3c	Clone2	1	SN877_456	L6	L6.2	505	707	E7	SRR5273529
S60533	28534	727	BdTR9m_R1F	BdTR9m	Clone4	1	SN877_456	L6	L6.2	506	707	F7	SRR5273528
S60534	28535	759	BdTR13f_R2F	BdTR13f	Clone7	2	SN877_456	L6	L6.2	507	707	G7	SRR5273527
S60535	28536	695	BdTR5a_R1F	BdTR5a	Clone3	1	SN877_456	L6	L6.2	508	707	H7	SRR5273526
S60536	28537	762	BdTR13i_R2F	BdTR13i	Clone7	2	SN877_456	L6	L6.2	501	708	A8	SRR5273525
S60537	28538	725	BdTR9j_R2F	BdTR9j	Clone4	2	SN877_456	L6	L6.2	502	708	B8	SRR5273524
S60538	28539	4741	Bd21_R4F	Bd21	Bd21	4	SN877_456	L6	L6.2	503	708	C8	SRR5273523
S60539	28540	4741	Bd21_R1F	Bd21	Bd21	1	SN877_456	L6	L6.2	504	708	D8	SRR5273522
S60540	28541	658	BdTR1m_R1F	BdTR1m	Clone1	1	SN877_456	L6	L6.2	505	708	E8	SRR5273521
S60541	28542	695	BdTR5a_R2F	BdTR5a	Clone3	2	SN877_456	L6	L6.2	506	708	F8	SRR5273520
S60542	28543	755	BdTR13b_R3F	BdTR13b	Clone7	3	SN877_456	L6	L6.2	507	708	G8	SRR5273519
S60543	28544	736	BdTR10i_R2F	BdTR10i	Clone5	2	SN877_456	L6	L6.2	508	708	H8	SRR5273518
S60544	28545	754	BdTR13a_R2F	BdTR13a	Clone7	2	SN877_456	L6	L6.2	501	709	A9	SRR5273517
S60545	28546	651	BdTR1e_R2F	BdTR1e	Clone1	2	SN877_456	L6	L6.2	502	709	B9	SRR5273516
S60546	28547	367	GUL1-2_R1F	GUL1-2	HYB1	1	SN877_456	L6	L6.2	503	709	C9	SRR5273515
S60547	28548	735	BdTR10h_R2F	BdTR10h	Clone5	2	SN877_456	L6	L6.2	504	709	D9	SRR5273514
